"Molecule_CanonicalSmiles","DRUGBANK_ID","COMMON_NAME","Molecule_InChIKey","Pattern","Target"
"Cc1ccc2c(Cl)cc(Cl)c(O)c2n1","DB13306","Chlorquinaldol","GPTXWRGISTZRIO-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"Cc1ccc2c(NCC(O)(CC(C)(C)c3cc(F)cc4c3OCC4)C(F)(F)F)cccc2n1","DB12041","Mapracorat","VJGFOYBQOIPQFY-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"Cc1ccc2nc(N)[nH]c(=O)c2c1Sc1ccncc1","DB12912","Nolatrexed","XHWRWCSCBDLOLM-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6]2:[#7]:[#6]:[#7]:[#6]:[#6]:2:[#6]:1","P11166"
"Cc1ccc2nc(N3CCS(=O)(=O)c4ccccc4C3)nc(NCC3(N)COC3)c2c1","DB15145","Ziresovir","GAAICKUTDBZCMT-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6]2:[#7]:[#6]:[#7]:[#6]:[#6]:2:[#6]:1","P11166"
"Cc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)n1","DB08450","N-1H-indazol-5-yl-2-(6-methylpyridin-2-yl)quinazolin-4-amine","HNHRWNUXTCATSG-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6]2:[#7]:[#6]:[#7]:[#6]:[#6]:2:[#6]:1","P11166"
"Cc1cccc(-c2nc(Nc3ccncc3)c3ccccc3n2)n1","DB07267","2-(6-methylpyridin-2-yl)-N-pyridin-4-ylquinazolin-4-amine","JONFDFIXMPXTRH-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6]2:[#7]:[#6]:[#7]:[#6]:[#6]:2:[#6]:1","P11166"
"Cc1cccc(-c2nn3c(c2-c2ccnc4ccc(C(N)=O)cc24)CCC3)n1","DB11911","Galunisertib","IVRXNBXKWIJUQB-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"Cc1cccc(C)c1C(=O)Nc1cc(Br)c(O)c(Br)c1","DB07693","N-(3,5-dibromo-4-hydroxyphenyl)-2,6-dimethylbenzamide","IFECSMFQARKPSU-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#6](=[#8])-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O","DB13803","Xipamide","MTZBBNMLMNBNJL-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#6](=[#8])-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"Cc1cccc(Nc2nc(Nc3ccc(CC(=O)O)cc3)ncc2C(N)=O)c1","DB08513","[4-({5-(AMINOCARBONYL)-4-[(3-METHYLPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENYL]ACETIC ACID","PAIQRYUOBBCBSE-UHFFFAOYSA-N","[#6]1:[#6]:[#6](-[#7]-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2):[#7]:[#6](:[#7]:1)-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"Cc1cccc2c(=O)[nH]c(CCCN3CC=C(c4ccc(F)cc4)CC3)nc12","DB03072","2-{3-[4-(4-Fluorophenyl)-3,6-Dihydro-1(2h)-Pyridinyl]Propyl}-8-Methyl-4(3h)-Quinazolinone","LOFDUAJQRUYHBR-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6]2:[#7]:[#6]:[#7]:[#6]:[#6]:2:[#6]:1","P11166"
"Cc1cccc2c(=O)nc(N)[nH]c12","DB01825","2-Amino-8-Methylquinazolin-4(3h)-One","NLLZAHIPYDRNRQ-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6]2:[#7]:[#6]:[#7]:[#6]:[#6]:2:[#6]:1","P11166"
"Cc1cccc2c1C(=O)N(c1cc(-c3ccccc3)ccc1O)C2=O","DB07507","2-(4-hydroxybiphenyl-3-yl)-4-methyl-1H-isoindole-1,3(2H)-dione","ROMNEYAQUBNRLR-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#6](=[#8])-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"Cc1cccc2c1C(=O)N(c1ccc(C#N)cc1)C2=O","DB07511","4-(4-methyl-1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)benzonitrile","MVYDBJXCIFMINH-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#6](=[#8])-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"Cc1ccccc1-n1c(C)nc2ccccc2c1=O","DB04833","Methaqualone","JEYCTXHKTXCGPB-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6]2:[#7]:[#6]:[#7]:[#6]:[#6]:2:[#6]:1","P11166"
"Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1","DB06212","Tolvaptan","GYHCTFXIZSNGJT-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#6](=[#8])-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C","DB00524","Metolazone","AQCHWTWZEMGIFD-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#6](=[#8])-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"Cc1ccn(-c2ccc3c(c2)NCC3(C)C)c(=O)c1-c1ccc2nc(N)ncc2c1","DB07514","3-(2-aminoquinazolin-6-yl)-1-(3,3-dimethylindolin-6-yl)-4-methylpyridin-2(1H)-one","LHLGUOHREUTYTO-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6]2:[#7]:[#6]:[#7]:[#6]:[#6]:2:[#6]:1","P11166"
"Cc1ccn(-c2cccc(C(F)(F)F)c2)c(=O)c1-c1ccc2nc(N)ncc2c1","DB07528","3-(2-aminoquinazolin-6-yl)-4-methyl-1-[3-(trifluoromethyl)phenyl]pyridin-2(1H)-one","HXUZQEYFKAZBPX-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6]2:[#7]:[#6]:[#7]:[#6]:[#6]:2:[#6]:1","P11166"
"Cc1ccnc2c1ccc1c(C)ccnc12","DB02586","4,7-Dimethyl-[1,10]Phenanthroline","JIVLDFFWTQYGSR-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1","DB04868","Nilotinib","HHZIURLSWUIHRB-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#6](=[#8])-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cnccn5)n4)c3)cc(C(F)(F)F)c2)cn1","DB12323","Radotinib","DUPWHXBITIZIKZ-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#6](=[#8])-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"Cc1cnc(C(=O)NC2CCCCC/C=C\C3CC3(C(=O)NS(=O)(=O)C3CC3)NC(=O)C3CC(Oc4nc5ccccc5c5ccccc45)CN3C2=O)cn1","DB09297","Paritaprevir","UAUIUKWPKRJZJV-WZUFQYTHSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1","DB12500","Fedratinib","JOOXLOJCABQBSG-UHFFFAOYSA-N","[#6]1:[#6]:[#6](-[#7]-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2):[#7]:[#6](:[#7]:1)-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"Cc1cnc2c(c1)c(C)c(C)c1cc(C)c[n+](C)c12","DB02310","3,5,6,8-Tetramethyl-N-Methyl Phenanthrolinium","FQTUZNACZKILMC-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)s3)ccc2[nH]1","DB00293","Raltitrexed","IVTVGDXNLFLDRM-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6]2:[#7]:[#6]:[#7]:[#6]:[#6]:2:[#6]:1","P11166"
"Cc1nc2c(O)cccc2c(=O)[nH]1","DB02690","NU1025","YJDAOHJWLUNFLX-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6]2:[#7]:[#6]:[#7]:[#6]:[#6]:2:[#6]:1","P11166"
"Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2","DB00872","Conivaptan","IKENVDNFQMCRTR-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#6](=[#8])-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"Cc1nc2cc3nc(N)[nH]c(=O)c3cc2[nH]1","DB08511","6-amino-2-methyl-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one","PLJNUNPYZVVIRA-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6]2:[#7]:[#6]:[#7]:[#6]:[#6]:2:[#6]:1","P11166"
"Cc1nc2cccc(C(F)(F)F)c2c(=O)n1-c1ccc(OCCCN2CCCC2)cc1","DB11910","MK-0249","DDDZBLNULGDPGA-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6]2:[#7]:[#6]:[#7]:[#6]:[#6]:2:[#6]:1","P11166"
"Cc1nc2cccc(F)c2c(N)c1CSCc1cccc(C(O)(O)C(F)(F)F)c1","DB07756","1-[3-({[(4-AMINO-5-FLUORO-2-METHYLQUINOLIN-3-YL)METHYL]THIO}METHYL)PHENYL]-2,2,2-TRIFLUOROETHANE-1,1-DIOL","GPBGHVRNVGXPNM-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"Cc1nc2cccc(N)c2c(=O)n1C1CCC(=O)NC1=O","DB14857","Avadomide","RSNPAKAFCAAMBH-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6]2:[#7]:[#6]:[#7]:[#6]:[#6]:2:[#6]:1","P11166"
"Cc1nn(C)c2c1c(=O)c1cc(Cl)ccc1n2O","DB07218","6-CHLORO-9-HYDROXY-1,3-DIMETHYL-1,9-DIHYDRO-4H-PYRAZOLO[3,4-B]QUINOLIN-4-ONE","AYKGPCNWPACUQV-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"Cc1nnc(-c2ccc(C)c(-c3ccc(C(=O)Nc4cccc(C#N)c4)cc3)c2)o1","DB07833","N-(3-cyanophenyl)-2'-methyl-5'-(5-methyl-1,3,4-oxadiazol-2-yl)-4-biphenylcarboxamide","PMMLSQFPBFKLHH-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#6](=[#8])-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"Cc1nnnn1N=Cc1ccc(O)c(C(c2ccc(O)cc2)c2cc(C=Nn3nnnc3C)ccc2O)c1","DB12195","VP-14637","BLUJRJMLDHEMRX-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6](-[#6](-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2)-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2):[#6]:[#6]:1","P11166"
"Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3C(C)S2)CC1","DB11892","Prulifloxacin","PWNMXPDKBYZCOO-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1","DB13941","Piperaquine","UCRHFBCYFMIWHC-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"Clc1ccc2c(c1Nc1ccnc(Nc3cccc(N4CCOCC4)c3)n1)OCO2","DB07255","N'-(5-CHLORO-1,3-BENZODIOXOL-4-YL)-N-(3-MORPHOLIN-4-YLPHENYL)PYRIMIDINE-2,4-DIAMINE","PNEWIQAEGKQNCE-UHFFFAOYSA-N","[#6]1:[#6]:[#6](-[#7]-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2):[#7]:[#6](:[#7]:1)-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1","DB00257","Clotrimazole","VNFPBHJOKIVQEB-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6](-[#6](-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2)-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2):[#6]:[#6]:1","P11166"
"Cn1c(=O)c(O)c(O)c2ccccc21","DB01754","3,4-Dihydroxy-1-Methylquinolin-2(1h)-One","BDLJEQMXDNMETQ-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"Cn1c(=O)ccc2ccccc21","DB04580","1-Methyl-2-quinolone","QYEMNJMSULGQRD-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21","DB11651","Dactolisib","JOGKUKXHTYWRGZ-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"Cn1c(=O)n(Cc2ccc(C(=O)O)cc2)c(=O)c2cc(C#CCc3ccccc3)ccc21","DB07827","4-{[1-METHYL-2,4-DIOXO-6-(3-PHENYLPROP-1-YN-1-YL)-1,4-DIHYDROQUINAZOLIN-3(2H)-YL]METHYL}BENZOIC ACID","FLTYDFYSVZBKOB-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6]2:[#7]:[#6]:[#7]:[#6]:[#6]:2:[#6]:1","P11166"
"Cn1c(COc2ccc(CC3SC(=O)NC3=O)cc2)nc2ccccc2c1=O","DB12781","Balaglitazone","IETKPTYAGKZLKY-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6]2:[#7]:[#6]:[#7]:[#6]:[#6]:2:[#6]:1","P11166"
"Cn1cc(-c2ccc3nnc(C(F)(F)c4ccc5ncccc5c4)n3n2)cn1","DB13113","JNJ-38877605","JRWCBEOAFGHNNU-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"Cn1cc(-c2ccc3nnc(Sc4ccc5ncccc5c4)n3n2)cn1","DB06314","SGX-523","BCZUAADEACICHN-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"Cn1cc(-c2ccncc2)c(-c2ccc(OCc3ccc4ccccc4n3)cc2)n1","DB08387","Mardepodect","AZEXWHKOMMASPA-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"Cn1cc(NC(=O)c2cc(NC(=O)c3ccc(C=Cc4cnc5ccccc5c4)cc3)cn2C)cc1C(=O)NCCN1CCOCC1","DB12892","MGB-BP-3","OEKXCVYZBVOWBR-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"Cn1cc(S(C)=O)c(=O)c2ccc(F)cc21","DB13228","Flosequinan","UYGONJYYUKVHDD-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"Cn1cncc1C(N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C","DB04960","Tipifarnib","PLHJCIYEEKOWNM-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"FC(F)(F)Oc1ccc(Nc2ccc3cccc(Cl)c3n2)cc1","DB14828","ABX-464","OZOGDCZJYVSUBR-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"Fc1ccc(C(c2ccccc2)(c2ccccc2F)n2ccnc2)cc1","DB13425","Flutrimazole","QHMWCHQXCUNUAK-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6](-[#6](-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2)-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2):[#6]:[#6]:1","P11166"
"Ic1cccc(CNc2c3c(nc4ccccc24)CCCC3)c1","DB07940","9-(3-IODOBENZYLAMINO)-1,2,3,4-TETRAHYDROACRIDINE","ZUCWQTWGZGIYPV-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"N#CC1=C(c2cc(Cl)cc(Cl)c2)C(=O)N2CCCC12Cc1ccc(C#N)cc1","DB06972","7A-[(4-cyanophenyl)methyl]-6-(3,5-dichlorophenyl)-5-oxo-2,3,5,7A-tetrahydro-1H-pyrrolo[1,2-A]pyrrole-7-carbonitrile","TZCXQSNBTXDAJG-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6](-[#6]-[#6]2-[#7]-[#6]-[#6]-[#6]-2):[#6]:[#6]:1","P11166"
"N#CCC1C=CC(=Nc2nc(Nc3cc(C4CC4)[nH]n3)c3ccccc3n2)C=C1","DB07853","2-[4-[4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl]iminocyclohexa-2,5-dien-1-yl]acetonitrile","AWMNWCNUTIFHRJ-JLPGSUDCSA-N","[#6]1:[#6]:[#6]:[#6]2:[#7]:[#6]:[#7]:[#6]:[#6]:2:[#6]:1","P11166"
"N#CCc1ccc(Nc2nc(Nc3cc(C4CC4)[nH]n3)c3ccccc3n2)cc1","DB07966","[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile","NVMCVWOODOWOLT-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6]2:[#7]:[#6]:[#7]:[#6]:[#6]:2:[#6]:1","P11166"
"N#Cc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12","DB11453","Pradofloxacin","LZLXHGFNOWILIY-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"N#Cc1c(N2CC3NCCOC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12","DB09047","Finafloxacin","FYMHQCNFKNMJAV-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"N#Cc1ccc2cccc(OP(=O)(O)O)c2n1","DB02762","RU79072","NQLPTOOPFMPCHQ-UHFFFAOYSA-N","[#6]1:[#6]:[#7]:[#6]2:[#6](:[#6]:1):[#6]:[#6]:[#6]:[#6]:2, [#6]1:[#6]:[#6]:[#6]2:[#6](:[#7]:1):[#6]:[#6]:[#6]:[#6]:2","P11166"
"N#Cc1ccccc1Cn1c(N2CCCC(N)C2)nc2ccccc2c1=O","DB08588","2-({2-[(3R)-3-AMINOPIPERIDIN-1-YL]-4-OXOQUINAZOLIN-3(4H)-YL}METHYL)BENZONITRILE","OYNURZXTLNNKAP-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6]2:[#7]:[#6]:[#7]:[#6]:[#6]:2:[#6]:1","P11166"
"N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1","DB00738","Pentamidine","XDRYMKDFEDOLFX-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#8]-[#6]-[#6]-[#6]-[#6]-[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"N=C(N)c1ccc2cc(C(=O)Nc3ccc(CN)cc3)cc(Nc3ncccn3)c2c1","DB03082","6-[(Z)-Amino(Imino)Methyl]-N-[4-(Aminomethyl)Phenyl]-4-(Pyrimidin-2-Ylamino)-2-Naphthamide","CSWQJKHBMACTGB-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#6](=[#8])-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"N=C(N)c1ccc2cc(C(=O)Nc3ccc(CN)cc3)ccc2c1","DB02398","6-[N-(4-(Aminomethyl)Phenyl)Carbamyl]-2-Naphthalenecarboxamidine","NLBDETRVUYOIHQ-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#6](=[#8])-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"N=C(N)c1ccc2cc(C(=O)Nc3cccc(OC4CCCC4)c3)ccc2c1","DB07076","6-[(Z)-AMINO(IMINO)METHYL]-N-[3-(CYCLOPENTYLOXY)PHENYL]-2-NAPHTHAMIDE","FWTQOPWAMQXIMI-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#6](=[#8])-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"N=C(N)c1ccc2cc(C(=O)Nc3ccccc3)ccc2c1","DB01977","6-(N-Phenylcarbamyl)-2-Naphthalenecarboxamidine","AECPTICWHONWNW-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#6](=[#8])-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"N=C(N)c1ccc2cccc(NC(=O)c3cccc(S(=O)(=O)OCCCO)c3)c2c1","DB07022","3-Hydroxypropyl 3-[(7-carbamimidoyl-1-naphthyl)carbamoyl]benzenesulfonate","PXERBGNIBOFZOW-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6](:[#6]:[#6]:1)-[#6](=[#8])-[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1","P11166"
"NC(=O)C(c1ccccc1)(c1ccc(F)cc1)c1ccc(F)cc1","DB06280","Senicapoc","SCTZUZTYRMOMKT-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6](-[#6](-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2)-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2):[#6]:[#6]:1","P11166"
"NC(=O)CCC(C(=O)O)N(CCNC(=S)Nc1ccc2c(c1)C(=O)OC21c2ccc(O)cc2Oc2cc(O)ccc21)C(=O)c1ccc(NCc2cnc3nc(N)[nH]c(=O)c3n2)cc1","DB12559","EC-17","ZMTAPBHUSYTHBY-UHFFFAOYSA-N","[#6]1:[#6]:[#6]:[#6](-[#6](-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2)-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2):[#6]:[#6]:1","P11166"
